time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,school_phase,number_schools,number_schools_with_surplus,number_schools_with_deficit,PC_schools_with_surplus,PC_schools_with_deficit,total_revenue_balance_million,average_revenue_balance,revenue_balance_as_pc_total_income,total_revenue_reserve_schools_surplus_million,total_revenue_reserve_schools_deficit_million,schools_surplus_over_threshold,school_over_threshold_pc_surplus,school_surplus_over_threshold_million,school_over_threshold_av_per_school,B01_million,B02_million,B03_million,B05_million,B06_million,OB01_million,OB02_million,OB03_million,total_income_million
201718,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,York,816,E06000014,Secondary,5,4,1,80,20,0.94,188049,3.1,0.99,-0.05,2,50,0.88,441270,0.42,0.31,-0.01,0.06,0.2,1.31,0.2,0.13,30.69
201718,Financial year,Local authority,England,E92000001,Yorkshire and The Humber,E12000003,York,816,E06000014,Special,2,2,0,100,0,0.45,224584,7.3,0.45,0,1,50,0.27,271290,0.09,0.36,0.01,0,0,0.32,0,0.03,6.18
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derbyshire,830,E10000007,All LA maintained schools,367,339,27,92.4,7.4,33,89927,8,34.98,-1.98,197,58.1,28.89,146656,34.98,-2.45,4.58,1.08,0.47,34.12,0.43,5.2,414.97
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derbyshire,830,E10000007,Nursery,8,8,0,100,0,0.53,66846,16,0.53,0,6,75,0.49,80995,0.33,-0.04,0.08,0.02,0.25,0.33,0.24,0.1,3.34
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derbyshire,830,E10000007,Primary,322,299,22,92.9,6.8,23.74,73729,8.9,24.44,-0.7,168,56.2,19.48,115948,24.01,-1.13,3.16,0.19,0.86,22.85,0.68,2.76,265.61
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derbyshire,830,E10000007,PRU,3,3,0,100,0,0.73,242615,14.6,0.73,0,2,66.7,0.72,360423,0.73,0,0.33,0,0,0.96,0,0.42,4.99
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derbyshire,830,E10000007,Secondary,24,19,5,79.2,20.8,5.66,235770,4.8,6.94,-1.28,14,73.7,6.1,435666,7.57,-1.28,0.96,0.81,-0.63,7.45,-0.48,1.8,116.85
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derbyshire,830,E10000007,Special,10,10,0,100,0,2.34,234146,9.7,2.34,0,7,70,2.11,300844,2.35,0,0.04,0.07,0,2.52,0,0.11,24.18
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derby,831,E06000015,All LA maintained schools,72,65,7,90.3,9.7,9.38,130226,7.2,9.46,-0.08,32,49.2,7.4,231116,9.22,0,0.63,0,0.15,8.65,-0.06,0.37,129.8
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derby,831,E06000015,Nursery,7,7,0,100,0,0.38,54654,11.1,0.38,0,3,42.9,0.24,81064,0.34,0,0.05,0,0.05,0.33,0,0.04,3.45
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derby,831,E06000015,Primary,54,47,7,87,13,5.88,108963,6.7,5.97,-0.08,21,44.7,4.62,219952,5.78,0,0.27,0,0.1,5.67,-0.05,0.29,87.21
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derby,831,E06000015,PRU,2,2,0,100,0,0.51,255755,14.3,0.51,0,2,100,0.51,255755,0.51,0,0,0,0,0.23,0,0,3.57
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derby,831,E06000015,Secondary,3,3,0,100,0,0.94,311679,4.7,0.94,0,1,33.3,0.5,499497,0.94,0,0.3,0,0,0.85,-0.01,0.01,19.99
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Derby,831,E06000015,Special,6,6,0,100,0,1.66,277189,10.7,1.66,0,5,83.3,1.52,304503,1.66,0,0.01,0,0,1.58,0,0.04,15.58
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicestershire,855,E10000018,All LA maintained schools,122,111,11,91,9,9.76,79989,7.8,10.64,-0.89,60,54.1,7.94,132261,0.5,9.21,0.67,0.09,0.05,8.52,0.05,1.04,125.59
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicestershire,855,E10000018,Nursery,3,2,1,66.7,33.3,0.1,34680,9,0.11,0,1,50,0.09,86535,0,0.1,0,0,0,0.12,0,0,1.15
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicestershire,855,E10000018,Primary,113,106,7,93.8,6.2,9.3,82344,8.7,9.57,-0.27,57,53.8,7.15,125402,0.42,8.87,0.65,0.09,0.01,9.03,0.02,1.01,106.83
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicestershire,855,E10000018,PRU,1,0,1,0,100,-0.04,-43547,-3.6,0,-0.04,0,0,0,0,0,-0.04,0,0,0,-0.01,0,0.02,1.22
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicestershire,855,E10000018,Secondary,2,0,2,0,100,-0.57,-284914,-9,0,-0.57,0,0,0,0,0,-0.61,0.01,0,0.04,-0.84,0.03,0,6.31
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicestershire,855,E10000018,Special,3,3,0,100,0,0.96,321033,9.6,0.96,0,2,66.7,0.7,350599,0.08,0.88,0,0,0,0.21,0,0.01,10.08
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicester,856,E06000016,All LA maintained schools,86,67,19,77.9,22.1,15.37,178702,6.3,17.21,-1.85,36,53.7,14.6,405438,7.96,7.39,2.15,1.54,0.02,14.31,0.08,3.59,244.42
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicester,856,E06000016,Primary,63,50,13,79.4,20.6,8.24,130814,6.4,9.18,-0.94,24,48,6.83,284722,3.28,4.84,0.97,0.13,0.12,7.35,0.16,1.15,128.94
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicester,856,E06000016,PRU,2,2,0,100,0,0.11,52674,3.1,0.11,0,0,0,0,0,0.11,0,0.01,0,0,0.25,0,0.01,3.39
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicester,856,E06000016,Secondary,14,11,3,78.6,21.4,5.61,401051,6.3,6.2,-0.58,9,81.8,6.04,671598,3.62,2.09,1.07,0.47,-0.09,5.27,-0.07,1.8,88.89
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Leicester,856,E06000016,Special,7,4,3,57.1,42.9,1.41,200995,6.1,1.73,-0.32,3,75,1.72,572684,0.95,0.46,0.1,0.95,-0.01,1.45,-0.01,0.63,23.2
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Rutland,857,E06000017,All LA maintained schools,7,7,0,100,0,1.07,152247,22,1.07,0,6,85.7,1.03,171755,0.24,0.78,0.07,0,0.05,0.96,0.05,0.07,4.84
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Rutland,857,E06000017,Primary,6,6,0,100,0,1.01,167824,22.1,1.01,0,5,83.3,0.97,194349,0.22,0.74,0.07,0,0.05,0.92,0.05,0.07,4.56
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Rutland,857,E06000017,Special,1,1,0,100,0,0.06,58786,21.2,0.06,0,1,100,0.06,58786,0.02,0.04,0,0,0,0.04,0,0.01,0.28
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottinghamshire,891,E10000024,All LA maintained schools,234,210,18,89.7,7.7,16.58,70872,6,17.45,-0.87,69,32.9,10.12,146705,12.17,4.33,1.42,0.39,0.09,17.75,0.05,1.82,277.29
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottinghamshire,891,E10000024,Primary,221,200,16,90.5,7.2,14.86,67250,6.1,15.18,-0.32,63,31.5,8.29,131666,11.18,3.59,1.33,0.17,0.09,15.5,0.05,1.65,242.17
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottinghamshire,891,E10000024,Secondary,4,3,1,75,25,0.5,125907,3,0.94,-0.44,3,100,0.94,313815,0.11,0.39,0.03,0.22,0,0.8,0,0.02,16.65
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottinghamshire,891,E10000024,Special,9,7,1,77.8,11.1,1.22,135369,6.6,1.33,-0.11,3,42.9,0.89,295410,0.88,0.34,0.07,0,0,1.45,0,0.15,18.47
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottingham,892,E06000018,All LA maintained schools,40,38,2,95,5,7.98,199545,9.5,8,-0.02,22,57.9,6.01,273324,-0.05,8,0.3,0,0.03,6.22,0.15,0.35,84.06
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottingham,892,E06000018,Nursery,1,0,1,0,100,0,-4475,-0.6,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0.79
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottingham,892,E06000018,Primary,35,34,1,97.1,2.9,6.61,188742,10.1,6.62,-0.01,20,58.8,5.09,254749,-0.04,6.62,0.26,0,0.03,5.51,0.15,0.32,65.34
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottingham,892,E06000018,PRU,1,1,0,100,0,0.36,359670,22.7,0.36,0,1,100,0.36,359670,0,0.36,0.02,0,0,0.45,0,0.02,1.58
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottingham,892,E06000018,Secondary,1,1,0,100,0,0.42,424293,4.5,0.42,0,0,0,0,0,0,0.42,0.01,0,0,0.17,0,0.01,9.46
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottingham,892,E06000018,Special,2,2,0,100,0,0.6,298180,8.6,0.6,0,1,50,0.56,558483,0,0.6,0.01,0,0,0.18,0,0,6.89
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,All LA maintained schools,218,192,26,88.1,11.9,16.02,73480,7.9,17.44,-1.42,111,57.8,13.63,122809,16.02,0,3.2,0,0,15.26,0,3.1,203.98
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Nursery,5,3,2,60,40,0.1,20222,4.9,0.14,-0.04,2,66.7,0.11,57373,0.1,0,0.05,0,0,0.08,0,0.06,2.07
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Primary,201,180,21,89.6,10.4,14.34,71329,8.4,14.86,-0.52,102,56.7,11.29,110699,14.34,0,2.8,0,0,14.13,0,2.71,170.21
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Secondary,5,2,3,40,60,-0.26,-52958,-1.6,0.6,-0.86,1,50,0.52,515048,-0.26,0,0.19,0,0,0.15,0,0.2,16.6
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Lincolnshire,925,E10000019,Special,7,7,0,100,0,1.85,263588,12.2,1.85,0,6,85.7,1.71,285116,1.85,0,0.15,0,0,0.9,0,0.14,15.1
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Northamptonshire,928,E10000021,All LA maintained schools,155,148,7,95.5,4.5,18.06,116546,10.3,18.2,-0.13,93,62.8,14.78,158927,0.33,16.55,0.48,1.49,1.18,15.79,1.65,3.08,175.78
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Northamptonshire,928,E10000021,Nursery,9,8,1,88.9,11.1,1.11,122814,15.2,1.12,-0.01,6,75,1.01,168139,0,1.05,0.06,0.02,0.06,0.72,0.41,0.11,7.29
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Northamptonshire,928,E10000021,Primary,138,132,6,95.7,4.3,14.41,104395,10,14.53,-0.12,83,62.9,11.46,138120,0,14.07,0.29,1.08,0.34,12.85,0.65,2.43,143.97
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Northamptonshire,928,E10000021,PRU,1,1,0,100,0,0.12,116226,7.9,0.12,0,0,0,0,0,0,0.12,0.04,0,0,0.06,0,0.04,1.46
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Northamptonshire,928,E10000021,Secondary,2,2,0,100,0,1.26,632170,9.9,1.26,0,2,100,1.26,632171,0.33,0.93,0,0.05,0,1.23,0,0.11,12.82
201718,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Northamptonshire,928,E10000021,Special,5,5,0,100,0,1.17,234459,11.5,1.17,0,2,40,1.04,521549,0,0.39,0.09,0.33,0.78,0.93,0.59,0.38,10.23
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Birmingham,330,E08000025,All LA maintained schools,265,225,40,84.9,15.1,44.76,168921,7,60.88,-16.12,121,53.8,51.18,422983,44.76,0,2.04,0,0,50.05,0,2.09,638.36
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Birmingham,330,E08000025,Nursery,27,19,8,70.4,29.6,1.45,53649,7.7,1.94,-0.49,14,73.7,1.78,126958,1.45,0,0.18,0,0,2,0,0.21,18.88
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Birmingham,330,E08000025,Primary,188,168,20,89.4,10.6,33.4,177671,8.7,36.82,-3.42,85,50.6,29.39,345717,33.4,0,1.36,0,0,36.9,0,1.4,383.62
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Birmingham,330,E08000025,PRU,1,1,0,100,0,1.33,1334886,15.5,1.33,0,1,100,1.33,1334886,1.33,0,0.02,0,0,0.97,0,0,8.6
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Birmingham,330,E08000025,Secondary,28,21,7,75,25,6.24,222907,3.9,16.84,-10.6,14,66.7,15.94,1138450,6.24,0,0.28,0,0,7.69,0,0.33,160.49
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Birmingham,330,E08000025,Special,21,16,5,76.2,23.8,2.34,111285,3.5,3.95,-1.61,7,43.8,2.74,392054,2.34,0,0.19,0,0,2.49,0,0.15,66.77
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,All LA maintained schools,76,73,1,96.1,1.3,19.33,254406,11.7,19.33,0,52,71.2,17.43,335204,6.88,12.46,0.75,0,0,17.86,0.02,0.79,165.53
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Nursery,1,1,0,100,0,0.02,23236,3.1,0.02,0,0,0,0,0,0.01,0.02,0.01,0,0,0,0,0,0.75
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Primary,62,61,1,98.4,1.6,15.93,256992,12.8,15.93,0,47,77,14.47,307945,5.38,10.55,0.69,0,0,13.4,0.02,0.65,124.73
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,PRU,3,1,0,33.3,0,0.59,195650,15.7,0.59,0,1,100,0.59,586951,0,0.59,0,0,0,0.48,0,0,3.74
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Secondary,4,4,0,100,0,1.35,337107,6.2,1.35,0,2,50,1.22,608110,0.6,0.75,0.01,0,0,2.28,0,0.07,21.72
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Special,6,6,0,100,0,1.44,240463,9.9,1.44,0,2,33.3,1.15,577004,0.89,0.55,0.05,0,0,1.71,0,0.07,14.58
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,All LA maintained schools,83,77,4,92.8,4.8,13.27,159824,8.1,13.5,-0.24,33,42.9,10.26,310846,11.49,0,0.7,0,1.78,11.91,1.88,0.68,163.62
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Nursery,1,1,0,100,0,0.28,277065,21.4,0.28,0,1,100,0.28,277065,0.15,0,0.01,0,0.12,0.12,0.06,0,1.3
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Primary,64,62,2,96.9,3.1,8.27,129144,7.7,8.33,-0.07,24,38.7,5.61,233952,7.06,0,0.53,0,1.21,5.76,1.09,0.46,107.84
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,PRU,2,2,0,100,0,0.07,34606,3,0.07,0,0,0,0,0,0.07,0,0.01,0,0,0.16,0,0.02,2.34
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Secondary,9,5,2,55.6,22.2,3.18,353165,8.8,3.34,-0.17,4,80,3.18,795423,2.76,0,0.1,0,0.42,4.37,0.7,0.1,36.28
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Special,7,7,0,100,0,1.48,210770,9.3,1.48,0,4,57.1,1.18,296084,1.44,0,0.06,0,0.03,1.51,0.03,0.1,15.86
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,All LA maintained schools,88,83,5,94.3,5.7,21.3,242027,10,21.64,-0.34,55,66.3,18.3,332816,3.36,18.11,0.46,0.22,-0.17,21.55,-0.05,0.85,213.41
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Primary,76,73,3,96.1,3.9,17.33,228057,11.2,17.55,-0.21,48,65.8,14.85,309416,2.81,14.7,0.4,0.19,-0.17,16.64,-0.05,0.74,155.37
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,PRU,3,2,1,66.7,33.3,0.99,330085,20.2,1.04,-0.05,2,100,1.04,518413,0,0.99,0,0.02,0,0.8,0,0.02,4.91
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Secondary,5,4,1,80,20,1.46,292708,3.8,1.54,-0.08,2,50,1.03,514711,0.43,1.03,0,0,0,2.32,0,0.05,38.17
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Special,4,4,0,100,0,1.51,378064,10.1,1.51,0,3,75,1.39,462224,0.13,1.39,0.06,0.01,0,1.79,0,0.05,14.95
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,All LA maintained schools,58,57,1,98.3,1.7,11.37,196043,11.4,11.53,-0.16,43,75.4,10.55,245356,7.29,4.01,-0.19,0,0.07,10.51,0.15,-0.21,100.08
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Primary,50,50,0,100,0,9.69,193823,11.8,9.69,0,37,74,8.83,238621,6.31,3.32,-0.21,0,0.07,8.93,0.15,-0.24,82.07
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,PRU,3,2,1,66.7,33.3,0.09,30791,3.1,0.25,-0.16,2,100,0.25,125610,0.07,0.03,0.02,0,0,0.17,0,0.01,3.01
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Secondary,1,1,0,100,0,0.12,116899,2,0.12,0,0,0,0,0,0.12,0,0,0,0,0.18,0,0,5.99
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Special,4,4,0,100,0,1.47,367528,16.3,1.47,0,4,100,1.47,367528,0.8,0.67,0.01,0,0,1.24,0,0.01,9
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,All LA maintained schools,85,80,5,94.1,5.9,8.95,105322,6,9.12,-0.17,33,41.3,4.91,148727,1.51,6.8,1.16,0,0.65,7.98,2.03,1.53,148.84
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Nursery,7,6,1,85.7,14.3,0.51,73318,11.2,0.53,-0.02,6,100,0.53,88911,0.09,0.22,0.06,0,0.21,0.3,0.71,0.07,4.57
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Primary,67,65,2,97,3,7.31,109137,6.6,7.36,-0.05,25,38.5,4.1,164016,1.31,5.56,0.86,0,0.44,6.21,1.32,1.1,110.2
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,PRU,2,1,1,50,50,0.09,45297,3.6,0.1,-0.01,1,100,0.1,98492,0.01,0.08,0.03,0,0,0.02,0,0.03,2.54
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Secondary,3,3,0,100,0,0.65,215068,3.7,0.65,0,0,0,0,0,0.01,0.63,0.02,0,0,1.06,0,0.02,17.67
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Special,6,5,1,83.3,16.7,0.39,65195,2.8,0.48,-0.09,1,20,0.18,175635,0.09,0.3,0.18,0,0,0.39,0,0.31,13.87
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,All LA maintained schools,67,58,9,86.6,13.4,6.78,101182,5.9,9.32,-2.54,28,48.3,7.36,262764,5.97,0.67,1.25,0.09,0.13,8.52,0.11,1.46,114.38
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Nursery,7,7,0,100,0,1.07,153014,26.2,1.07,0,7,100,1.07,153014,0.58,0.34,0.23,0,0.15,1.21,0.11,0.23,4.09
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Primary,49,43,6,87.8,12.2,4.63,94569,6.2,5.05,-0.42,16,37.2,3.23,201862,2.88,1.78,0.72,0.04,-0.02,5.06,0.01,0.82,74.58
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,PRU,3,3,0,100,0,2.22,738983,42.1,2.22,0,3,100,2.22,738983,1.73,0.48,0.15,0,0,2.06,0,0.13,5.27
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Secondary,4,1,3,25,75,-2.1,-524456,-10.8,0.03,-2.12,0,0,0,0,0.03,-2.12,0.01,0.05,0,-1.21,0,0.11,19.37
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,Special,4,4,0,100,0,0.96,238768,8.6,0.96,0,2,50,0.84,419773,0.75,0.2,0.14,0,0,1.4,0,0.17,11.07
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Staffordshire,860,E10000028,All LA maintained schools,252,226,24,89.7,9.5,25.59,101540,7.7,27.88,-2.29,135,59.7,23.21,171896,23.71,-2.39,2.79,0,4.26,23.86,2.06,2.89,331.42
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Staffordshire,860,E10000028,Nursery,2,2,0,100,0,0.05,25536,8.2,0.05,0,1,50,0.04,36171,0.05,0,0.01,0,0,-0.04,0,0.01,0.62
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Staffordshire,860,E10000028,Primary,202,189,11,93.6,5.4,21.04,104147,10.2,21.34,-0.3,112,59.3,17.77,158667,17.12,-0.34,1.99,0,4.26,17.19,2.07,2.13,206.03
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Staffordshire,860,E10000028,PRU,6,5,1,83.3,16.7,0.53,88989,8.4,0.7,-0.16,3,60,0.65,218327,0.7,-0.16,0.12,0,0,0.79,0,0.11,6.35
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Staffordshire,860,E10000028,Secondary,28,19,9,67.9,32.1,1.88,67300,2,3.47,-1.58,10,52.6,2.53,252981,3.52,-1.63,0.56,0,0,3.94,-0.01,0.54,95.5
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Staffordshire,860,E10000028,Special,14,11,3,78.6,21.4,2.08,148644,9.1,2.33,-0.25,9,81.8,2.21,246031,2.32,-0.25,0.11,0,0.01,1.97,0,0.11,22.93
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Stoke-on-Trent,861,E06000021,All LA maintained schools,53,44,9,83,17,4.4,82965,5.4,5.9,-1.51,20,45.5,3.98,199071,1.84,2.59,0.23,0,-0.03,5.47,-0.04,0.16,82.11
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Stoke-on-Trent,861,E06000021,Nursery,6,5,1,83.3,16.7,0.32,53451,22,0.32,0,4,80,0.31,78108,0.17,0.15,0.05,0,0,0.31,0,0.04,1.46
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Stoke-on-Trent,861,E06000021,Primary,38,33,5,86.8,13.2,3.91,102852,6.7,4.38,-0.48,13,39.4,2.94,225922,1.43,2.48,0.13,0,0,4.27,0,0.1,58.49
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Stoke-on-Trent,861,E06000021,PRU,2,1,1,50,50,0.13,65706,9.1,0.2,-0.07,1,100,0.2,198276,0.17,-0.04,0,0,0,0.41,0,0.01,1.45
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Stoke-on-Trent,861,E06000021,Secondary,3,2,1,66.7,33.3,-0.22,-71686,-2.9,0.16,-0.38,1,50,0.08,76813,0.01,-0.19,0.02,0,-0.03,0.04,-0.04,0,7.3
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Stoke-on-Trent,861,E06000021,Special,4,3,1,75,25,0.25,62923,1.9,0.84,-0.58,1,33.3,0.46,456909,0.06,0.19,0.03,0,0,0.44,0,0.02,13.42
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,"Herefordshire, County of",884,E06000019,All LA maintained schools,65,63,2,96.9,3.1,8.7,133811,12.1,8.73,-0.03,45,71.4,7.94,176512,8.62,0,0.93,0,0.08,8.13,0.04,0.59,71.82
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,"Herefordshire, County of",884,E06000019,Primary,58,56,2,96.6,3.4,6.71,115619,13.2,6.74,-0.03,41,73.2,6.25,152334,6.62,0,0.83,0,0.08,6.08,0.04,0.49,50.62
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,"Herefordshire, County of",884,E06000019,Secondary,5,5,0,100,0,1.89,377427,10.4,1.89,0,4,80,1.7,424332,1.89,0,0.02,0,0,1.99,0,0.03,18.15
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,"Herefordshire, County of",884,E06000019,Special,2,2,0,100,0,0.1,52356,3.4,0.1,0,0,0,0,0,0.1,0,0.07,0,0,0.06,0,0.07,3.05
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Worcestershire,885,E10000034,All LA maintained schools,158,125,26,79.1,16.5,9.36,59253,4.8,14.79,-5.43,61,48.8,11.43,187426,0,9.36,1.87,0,0,12.44,0,2.82,196.74
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Worcestershire,885,E10000034,Nursery,1,1,0,100,0,0.02,24978,6.1,0.02,0,0,0,0,0,0,0.02,0,0,0,0.05,0,0.01,0.41
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Worcestershire,885,E10000034,Primary,138,113,18,81.9,13,10.67,77348,7.6,11.63,-0.95,54,47.8,8.81,163105,0,10.67,1.56,0,0,11.43,0,2.41,140.53
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Worcestershire,885,E10000034,PRU,3,2,1,66.7,33.3,0.07,23151,3,0.11,-0.04,1,50,0.07,70535,0,0.07,0.02,0,0,0.14,0,0.01,2.33
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Worcestershire,885,E10000034,Secondary,11,4,7,36.4,63.6,-3.7,-336649,-10.3,0.74,-4.44,2,50,0.53,265421,0,-3.7,0.11,0,0,-1.58,0,0.12,35.91
201718,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Worcestershire,885,E10000034,Special,5,5,0,100,0,2.3,459321,13.1,2.3,0,4,80,2.02,505985,0,2.3,0.19,0,0,2.4,0,0.26,17.57
